Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Libya,LBY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,88.008,102.676,14.668,25.669,3.667,18.335,0,3.667,11.001,3.667,0,3.667,3.667,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,11.001,14.668,14.668,14.668,11.001,14.668,14.668,14.668,14.668,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,0,0,0,0,0,,,,,
St. Lucia,LCA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Liechtenstein,LIE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,,,,
Sri Lanka,LKA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,689.396,374.034,377.701,388.702,469.376,370.367,84.341,370.367,113.677,62.339,58.672,36.67,3.667,22.002,22.002,11.001,11.001,3.667,29.336,3.667,3.667,3.667,88.008,77.007,7.334,7.334,3.667,0,0,3.667,3.667,7.334,3.667,3.667,7.334,3.667,3.667,7.334,3.667,3.667,3.667,3.667,3.667,231.021,231.021,231.021,227.354,161.348,220.02,223.687,227.354,1133.103,1921.508,2020.517,3883.353,5221.808,5529.836,,,,,
Lesotho,LSO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1140.437,1195.442,1246.78,1287.117,1327.454,1353.123,1382.459,1408.128,1433.797,1452.132,1470.467,1492.469,1514.471,1543.807,1573.143,1598.812,1628.148,1653.817,1683.153,1712.489,1752.826,1778.495,1804.164,1833.5,1859.169,1708.822,1708.822,,,,,
Lithuania,LTU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1826.166,1631.815,1353.123,1078.098,986.423,788.405,671.061,564.718,377.701,341.031,557.384,715.065,696.73,766.403,1045.095,982.756,832.409,652.726,803.073,916.75,898.415,1026.76,869.079,693.063,704.064,,,,,
Luxembourg,LUX,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,10762.645,10703.973,10238.264,9618.541,10128.254,9614.874,8672.455,8122.405,8705.458,9255.508,9493.863,8800.8,8676.122,8595.448,9233.506,7014.971,6626.269,5694.851,6472.255,7102.979,6915.962,5639.846,5210.807,4789.102,5449.162,5434.494,4957.784,4026.366,4158.378,4356.396,4294.057,4052.035,3828.348,3942.025,3432.312,1947.177,1840.834,1184.441,425.372,429.039,476.71,520.714,311.695,242.022,348.365,333.697,396.036,326.363,315.362,289.693,286.026,220.02,205.352,179.683,201.685,187.017,201.685,,,,,
Latvia,LVA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068.188,1888.505,1415.462,1012.092,949.753,843.41,619.723,480.377,498.712,469.376,377.701,330.03,256.69,311.695,322.696,407.037,403.37,326.363,410.704,418.038,348.365,300.694,227.354,176.016,154.014,,,,,
"Macao SAR, China",MAC,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,14.668,18.335,14.668,18.335,14.668,11.001,11.001,11.001,11.001,7.334,14.668,7.334,3.667,3.667,3.667,7.334,3.667,3.667,3.667,0,11.001,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,0,0,0,0,0,0,0,,,,,
St. Martin (French part),MAF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,876.413,865.412,792.072,847.077,993.757,773.737,1191.775,1184.441,1063.43,1059.763,1210.11,1272.449,1587.811,1565.809,1554.808,1767.494,1914.174,1807.831,1826.166,1774.828,1705.155,1804.164,2016.85,2497.227,2148.862,2456.89,4022.699,4525.078,4433.403,4781.768,4224.384,4877.11,4187.714,4767.1,5313.483,6318.241,8056.399,7689.699,8577.113,8302.088,10036.579,12783.162,13116.859,12244.113,13699.912,14095.948,14712.004,15089.705,14132.618,13179.198,13234.203,11474.043,11470.376,11221.02,15313.392,16857.199,16248.477,,,,,
Monaco,MCO,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4011.698,3839.349,3700.003,2247.871,1983.847,997.424,982.756,447.374,366.7,260.357,278.692,337.364,319.029,286.026,344.698,168.682,326.363,348.365,326.363,333.697,414.371,553.717,352.032,370.367,271.358,,,,,
Madagascar,MDG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,47.671,14.668,14.668,40.337,33.003,40.337,40.337,44.004,55.005,51.338,55.005,62.339,55.005,33.003,36.67,51.338,55.005,44.004,33.003,69.673,66.006,73.34,73.34,73.34,18.335,11.001,47.671,33.003,51.338,33.003,33.003,33.003,33.003,36.67,33.003,25.669,25.669,33.003,33.003,22.002,25.669,25.669,25.669,25.669,25.669,44.004,40.337,25.669,33.003,36.67,106.343,407.037,696.73,1129.436,1019.426,1052.429,1052.429,,,,,
Maldives,MDV,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Mexico,MEX,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3494.651,3578.992,3722.005,4081.371,4239.052,4074.037,4437.07,5020.123,5819.529,6211.898,6772.949,7433.009,8159.075,9039.155,11147.68,11213.686,11690.396,12537.473,15812.104,17308.24,10670.97,8566.112,10344.607,10659.969,10575.628,12904.173,12427.463,11602.388,11063.339,12339.455,15907.446,15522.411,14818.347,18217.656,20263.842,22284.359,25217.959,25595.66,26288.723,26024.699,26721.429,30663.454,34730.157,42493.196,37913.113,46845.925,50329.575,45877.837,40817.377,40846.713,51095.978,56086.765,49262.478,50017.88,48983.786,44150.68,47659.999,,,,,
Marshall Islands,MHL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
North Macedonia,MKD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7623.693,7583.356,7909.719,8148.074,7924.387,7403.673,9614.874,8701.791,8826.469,9218.838,7898.718,8243.416,8085.735,8008.728,7455.011,5727.854,5940.54,5280.48,5229.142,5823.196,5529.836,4561.748,4319.726,3751.341,3417.644,,,,,
Mali,MLI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Malta,MLT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334,7.334,7.334,7.334,11.001,3.667,7.334,3.667,7.334,3.667,3.667,0,0,3.667,3.667,0,0,0,0,0,3.667,3.667,62.339,139.346,249.356,495.045,330.03,410.704,553.717,685.729,678.395,550.05,465.709,678.395,458.375,124.678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Myanmar,MMR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,938.752,707.731,916.75,575.719,594.054,370.367,253.023,550.05,220.02,498.712,583.053,601.388,381.368,201.685,436.373,671.061,436.373,344.698,447.374,143.013,154.014,205.352,271.358,242.022,267.691,289.693,187.017,146.68,121.011,187.017,275.025,289.693,121.011,51.338,40.337,66.006,47.671,51.338,55.005,366.7,1360.457,1565.809,1235.779,601.388,729.733,586.72,953.42,821.408,649.059,608.722,1232.112,1664.818,1705.155,1144.104,1158.772,927.751,1210.11,,,,,
Montenegro,MNE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1664.818,1257.781,1023.093,1510.804,817.741,1624.481,1675.819,1507.137,1455.799,1419.129,1496.136,1184.441,,,,,
Mongolia,MNG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,799.406,887.414,1422.796,1026.76,1411.795,1342.122,1338.455,1437.464,1701.488,1877.504,1980.18,2090.19,2247.871,2335.879,2504.561,2790.587,3025.275,3527.654,4030.033,4462.739,4913.78,4536.079,4506.743,4723.096,5489.499,6593.266,7055.308,7697.033,8661.454,7854.714,7311.998,10179.592,9204.17,7601.691,6805.952,6846.289,6838.955,6527.26,6439.252,6303.573,6138.558,6358.578,6780.283,6387.914,6798.618,6816.953,7378.004,9578.204,9347.183,10652.635,11188.017,18217.656,31422.523,39819.953,26035.7,19710.125,22101.009,,,,,
Northern Mariana Islands,MNP,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1338.455,1499.803,1521.805,1360.457,1342.122,1268.782,1162.439,1111.101,1481.468,1642.816,1543.807,1661.151,1426.463,1558.475,1496.136,1371.458,1323.787,832.409,656.393,612.389,766.403,781.071,645.392,480.377,333.697,282.359,176.016,168.682,172.349,168.682,154.014,165.015,157.681,157.681,157.681,150.347,66.006,66.006,0,0,0,0,0,0,0,0,0,25.669,25.669,25.669,25.669,124.678,40.337,36.67,825.075,429.039,51.338,,,,,
Mauritania,MRT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,7.334,33.003,14.668,14.668,14.668,14.668,14.668,14.668,14.668,14.668,18.335,14.668,14.668,18.335,18.335,18.335,18.335,14.668,14.668,14.668,14.668,14.668,14.668,14.668,14.668,14.668,11.001,7.334,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Mauritius,MUS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,7.334,14.668,7.334,3.667,3.667,3.667,7.334,0,3.667,3.667,0,3.667,3.667,3.667,3.667,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,36.67,62.339,95.342,121.011,99.009,110.01,198.018,198.018,176.016,190.684,168.682,91.675,168.682,110.01,121.011,161.348,322.696,594.054,689.396,737.067,751.735,667.394,850.744,1136.77,1323.787,1543.807,1411.795,1573.143,1507.137,1587.811,1672.152,1738.158,1686.82,1716.156,,,,,
Malawi,MWI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,165.015,179.683,209.019,143.013,128.345,84.341,117.344,121.011,139.346,150.347,139.346,187.017,165.015,150.347,146.68,91.675,172.349,128.345,161.348,117.344,110.01,88.008,73.34,73.34,44.004,29.336,179.683,165.015,168.682,179.683,179.683,176.016,187.017,190.684,187.017,143.013,168.682,121.011,179.683,168.682,161.348,157.681,157.681,157.681,150.347,139.346,168.682,245.689,216.353,220.02,201.685,227.354,216.353,,,,,
Malaysia,MYS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,91.675,99.009,88.008,91.675,77.007,58.672,62.339,47.671,47.671,58.672,62.339,154.014,33.003,128.345,161.348,69.673,95.342,117.344,91.675,135.679,205.352,385.035,355.699,993.757,1092.766,1441.131,1063.43,1301.785,1162.439,4807.437,5416.159,6076.219,6329.242,5390.49,6237.567,6336.576,7744.704,6380.58,6288.905,5210.807,7880.383,9937.57,12555.808,18228.657,31745.219,26131.042,26648.089,29959.39,38067.127,46629.572,55382.701,55588.053,59918.78,58037.609,57912.931,66372.7,71777.858,,,,,
Namibia,NAM,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.337,40.337,33.003,238.355,264.024,44.004,36.67,29.336,29.336,14.668,7.334,11.001,3.667,22.002,3.667,51.338,168.682,157.681,850.744,396.036,278.692,69.673,275.025,106.343,69.673,77.007,139.346,,,,,
New Caledonia,NCL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,682.062,663.727,374.034,436.373,740.734,792.072,916.75,858.078,924.084,777.404,1059.763,916.75,322.696,275.025,333.697,271.358,198.018,249.356,117.344,234.688,319.029,216.353,172.349,256.69,275.025,469.376,465.709,410.704,451.041,550.05,436.373,465.709,322.696,418.038,535.382,495.045,667.394,300.694,319.029,293.36,652.726,663.727,707.731,803.073,718.732,667.394,726.066,627.057,641.725,726.066,1210.11,1162.439,1254.114,1232.112,1789.496,1881.171,2427.554,,,,,
Niger,NER,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.338,80.674,121.011,344.698,399.703,399.703,330.03,436.373,410.704,454.708,223.687,227.354,194.351,227.354,227.354,249.356,264.024,234.688,264.024,242.022,227.354,234.688,264.024,275.025,352.032,256.69,264.024,231.021,271.358,278.692,330.03,370.367,385.035,341.031,399.703,333.697,359.366,,,,,
Nigeria,NGA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,1448.465,1477.801,1598.812,1422.796,1727.157,1873.837,1694.154,740.734,7.334,58.672,172.349,550.05,858.078,803.073,773.737,594.054,766.403,704.064,542.716,458.375,476.71,286.026,161.348,154.014,201.685,370.367,297.027,205.352,161.348,143.013,165.015,190.684,139.346,22.002,66.006,51.338,22.002,25.669,33.003,44.004,7.334,7.334,113.677,62.339,22.002,22.002,22.002,62.339,84.341,91.675,102.676,84.341,128.345,117.344,121.011,124.678,121.011,,,,,
Nicaragua,NIC,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Netherlands,NLD,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,40832.045,40333.333,42295.178,43556.626,38158.802,35272.873,32489.62,29757.705,27333.818,24187.532,18819.044,13080.189,10351.941,10340.94,11078.007,8522.108,9233.506,9794.557,11019.335,11727.066,12706.155,14730.339,12849.168,20271.176,25283.965,25280.298,23402.794,25536.988,28353.244,30619.45,29889.717,27557.505,27803.194,27638.179,30223.414,32973.664,31752.553,29266.327,29060.975,25646.998,25415.977,24642.24,28485.256,29618.359,28906.961,28023.214,27124.799,26593.084,26673.758,24821.923,25309.634,27410.825,30168.409,29658.696,33259.69,40619.359,37836.106,,,,,
Norway,NOR,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,3010.607,2823.59,3105.949,2691.578,2922.599,3336.97,3281.965,3193.957,3175.622,3604.661,3589.993,3465.315,3087.614,2698.912,3263.63,3003.273,3402.976,2658.575,2933.6,3670.667,3828.348,3571.658,3593.66,3593.66,4363.73,4448.071,3964.027,3766.009,3744.007,3700.003,3274.631,2977.604,2911.598,3226.96,3744.007,3887.02,3817.347,3898.021,4066.703,4030.033,3982.362,3578.992,3080.28,2995.939,3516.653,2948.268,2698.912,3054.611,3259.963,2126.86,2907.931,3208.625,3098.615,2940.934,3223.293,3113.283,2874.928,,,,,
Nepal,NPL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,25.669,33.003,33.003,51.338,62.339,62.339,25.669,33.003,62.339,205.352,212.686,124.678,22.002,51.338,44.004,190.684,205.352,102.676,110.01,110.01,267.691,212.686,139.346,231.021,234.688,216.353,179.683,300.694,282.359,311.695,341.031,744.401,744.401,810.407,304.361,1111.101,979.089,1118.435,520.714,663.727,586.72,938.752,590.387,748.068,748.068,704.064,1103.767,1114.768,832.409,1041.428,1837.167,2115.859,2614.571,,,,,
Nauru,NRU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
New Zealand,NZL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,6600.6,6439.252,5625.178,6024.881,6343.91,5845.198,5830.53,5188.805,4844.107,5075.128,4979.786,4543.413,4664.424,5331.818,5588.508,5254.811,5383.156,5218.141,4363.73,3766.009,4011.698,3986.029,4011.698,4319.726,4253.72,4015.365,3490.984,4143.71,4950.45,4184.047,4569.082,4132.709,3685.335,5192.472,4602.085,4462.739,3652.332,4543.413,4407.734,4866.109,4433.403,5452.829,4470.073,6912.295,8236.082,8518.441,7642.028,6556.596,7561.354,5830.53,5192.472,5680.183,6439.252,5665.515,5507.834,5379.489,4532.412,,,,,
Oman,OMN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Pakistan,PAK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,5892.869,5804.861,6189.896,6681.274,6523.593,6171.561,5331.818,5236.476,5680.183,5240.143,4880.777,4312.392,2515.562,2434.888,2295.542,2368.882,2020.517,2310.21,2357.881,2625.572,3487.317,3619.329,4642.422,4158.378,4811.104,5801.194,6274.237,6442.919,7113.98,7088.311,8536.776,8030.73,8368.094,8470.77,9215.171,8338.758,9365.518,8580.78,8188.411,8599.115,8195.745,8049.065,10087.917,13204.867,16919.538,16204.473,17704.276,23127.769,18925.387,18525.684,17440.252,17179.895,14708.337,13670.576,18859.381,19292.087,24682.577,,,,,
Panama,PAN,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,3.667,7.334,3.667,11.001,0,3.667,22.002,33.003,11.001,3.667,0,0,0,0,3.667,7.334,7.334,7.334,25.669,-113.677,22.002,91.675,69.673,29.336,91.675,128.345,128.345,139.346,143.013,95.342,264.024,150.347,157.681,157.681,157.681,168.682,154.014,0,3.667,806.74,546.383,535.382,73.34,150.347,0,630.724,858.078,905.749,935.085,938.752,832.409,,,,,
Peru,PER,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,352.032,432.706,407.037,319.029,337.364,297.027,377.701,421.705,421.705,748.068,465.709,480.377,432.706,583.053,586.72,715.065,476.71,561.051,476.71,524.381,524.381,539.049,594.054,480.377,381.368,704.064,663.727,601.388,975.422,689.396,542.716,968.088,1048.762,1580.477,1246.78,1393.46,1316.453,1265.115,1466.8,1411.795,1972.846,2060.854,2797.921,2768.585,3252.629,3421.311,2871.261,3608.328,3391.975,3058.278,3303.967,3131.618,2900.597,3373.64,3050.944,3091.281,3215.959,,,,,
Philippines,PHL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,179.683,179.683,212.686,201.685,150.347,150.347,135.679,106.343,88.008,77.007,84.341,77.007,77.007,62.339,113.677,150.347,172.349,722.399,883.747,1100.1,1349.456,1294.451,1609.813,2200.2,3564.324,3641.331,2933.6,3457.981,3938.358,3333.303,3608.328,4132.709,4228.051,4195.048,4184.047,4697.427,5907.537,6794.951,6864.624,11884.747,16314.483,16376.822,14308.634,14869.685,16112.798,18789.708,17795.951,21906.658,25474.649,24682.577,28254.235,31041.155,32471.285,40058.308,42764.554,46457.223,45991.514,,,,,
Palau,PLW,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Papua New Guinea,PNG,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,3.667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Poland,POL,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,189022.849,194941.387,202425.734,215648.936,224823.77,225777.19,229121.494,232858.167,244533.895,258380.487,261699.122,268046.699,281174.559,281405.58,289168.619,310283.205,327452.099,342156.769,352127.342,359134.979,381210.319,336725.942,350022.484,351030.909,366450.644,379332.815,383377.516,395056.911,377873.349,356216.047,307554.957,302131.464,294573.777,290969.116,268516.075,274287.933,280562.17,272707.456,247229.14,236198.804,219147.254,218993.24,214050.124,217687.788,214171.135,211164.195,223001.271,215854.288,213430.401,200049.518,213529.41,211893.928,197005.908,206584.112,191395.398,187838.408,191399.065,,,,,
Pre-demographic dividend,PRE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puerto Rico,PRI,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Dem. People's Rep.",PRK,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,22079.007,24469.891,28356.911,30344.425,33168.015,41979.816,45298.451,49871.2,55943.752,60538.503,69053.277,103064.702,84766.372,92184.713,95664.696,100695.82,103266.387,106687.698,99342.697,100164.105,103266.387,103163.711,105411.582,113427.644,122364.123,131428.947,142041.245,156870.593,181857.531,192308.481,107864.805,104637.845,91106.615,83537.927,76849.319,70395.399,60454.162,59339.394,53530.866,59929.781,64227.505,66163.681,63072.4,64586.871,66119.677,69856.35,71627.511,58543.655,65246.931,48573.082,45166.439,31129.163,32628.966,21774.646,25404.976,19094.069,21690.305,,,,,
Portugal,PRT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,2365.215,2742.916,2610.904,2944.601,3190.29,3193.957,3245.295,2841.925,2588.902,2731.915,3010.607,2343.213,1642.816,2148.862,1785.829,1639.149,1316.453,1254.114,1690.487,1683.153,1628.148,1426.463,1210.11,1606.146,1591.478,2867.594,5471.164,6956.299,7920.72,9570.87,10355.608,11056.005,11210.019,12020.426,12669.485,13538.564,12977.513,13281.874,11785.738,14389.308,14363.639,12185.441,13182.865,12449.465,12885.838,12772.161,12438.464,10942.328,9710.216,10751.644,6303.573,8379.095,11133.012,10051.247,10164.924,12357.79,10795.648,,,,,
Paraguay,PRY,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.667,3.667,0,0,11.001,3.667,,,,,
West Bank and Gaza,PSE,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
French Polynesia,PYF,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Qatar,QAT,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Romania,ROU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,15203.382,15969.785,18632.027,19966.815,20971.573,22306.361,24275.54,26468.406,29915.386,33949.086,32742.643,33010.334,35452.556,39970.3,41792.799,44026.002,43871.988,44748.401,50234.233,54044.246,53545.534,58730.672,56607.479,66361.699,66790.738,70861.108,71147.134,75375.185,81968.451,83640.603,47876.352,38411.825,41913.81,36695.669,38078.128,38628.178,37953.45,34077.431,27924.205,26761.766,29167.318,31638.876,32779.313,34495.469,34693.487,34792.496,38074.461,39698.942,36670,29699.033,27462.163,32236.597,29853.047,22563.051,22464.042,23362.457,20773.555,,,,,
Russian Federation,RUS,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,972030.025,957483.036,953082.636,990090,1021365.843,1057489.46,1094214.465,1103466.306,1092692.66,1108618.441,1181819.095,1206578.679,1243648.382,1257021.931,1260358.901,1298910.072,1334560.646,1356797.334,1349569.677,1352217.251,1425095.209,1293772.605,1312199.28,1304142.881,1297853.976,1478882.765,1520825.911,1525020.959,1543014.928,1466774.331,1235885.343,1102754.908,616584.048,550717.394,517087.337,498000.602,503999.814,453560.229,427652.874,459244.079,464322.874,446673.603,448158.738,449801.554,438092.823,433637.418,449379.849,428719.971,453912.261,368599.506,394580.201,400502.406,456845.861,421646.328,404847.801,453090.853,441708.485,,,,,
Rwanda,RWA,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,7.334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
Saudi Arabia,SAU,CO2 emissions from solid fuel consumption (kt),EN.ATM.CO2E.SF.KT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,
